,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,review
60,8.8,0.4,0.4,2.2,0.079,19.0,52.0,0.998,3.44,0.64,9.2,5,"Big, woody and pure, with attractive plum and berry aromas that bring earth and toast. The mouth is alert and features textured tannins, while the flavor profile is a bit rooty and sweet, with roasted black fruit and spice. Grabby, warm and stout on the finish."
61,7.7,0.69,0.49,1.8,0.115,20.0,112.0,0.9968,3.21,0.71,9.3,5,"A glorious, tart and tangy Merlot, with vivid fruit that snaps the palate to attention. The acids are right upfront; if you like your fruit a bit on the sour side, as I do, this will ring your bell."
63,7.0,0.735,0.05,2.0,0.081,13.0,54.0,0.9966,3.39,0.57,9.8,5,"This is a wine that's full of blackberry flavor, with elegant fruitiness and sweet tannins. It may miss the firm structure of the vintage, but it makes up for that with its forward, ripe fruitiness."
64,7.2,0.725,0.05,4.65,0.086,4.0,11.0,0.9962,3.41,0.39,10.9,5,"Cherry, citrus rind and oak make for a short, stout nose. It seems more precise on the palate, with pure cherry and coffee flavors poking through a veil of tight tannins. Gets even firmer on the finish, with a smack of raisin. A wine that requires airing; or more cellar time."
65,7.2,0.725,0.05,4.65,0.086,4.0,11.0,0.9962,3.41,0.39,10.9,5,"This is three quarters Cabernet Sauvignon and one quarter Merlot, from McClellan Estate, Lewis and Seven Hills vineyard fruit. Keeping things simple, winemaker Rich Funk has crafted an open, appealing red wine loaded with flavors of raspberry jam and baking spices. It's fresh and balanced, a fine summer red for immediate consumption."
66,7.5,0.52,0.11,1.5,0.079,11.0,39.0,0.9968,3.42,0.58,9.6,5,"From estate vines planted in 1993, this deeply fruity wine has a flavorful blend of banana and other tropical fruits with citrus and citrus rind highlights. Full bodied, almost fleshy for a Pinot Blanc, its mouth-cleansing acidity leaves a fresh, lemony flavor on the tongue, ready for another sip or a bit of pasta, seafood or poultry."
67,6.6,0.705,0.07,1.6,0.076,6.0,15.0,0.9962,3.44,0.58,10.7,5,"Shows all the hallmarks of a modern Napa wine of high quality. Although it's quite dry, it's rich in crushed ripe blackberries, in good alignment with smoky new oak. The tannins are smooth and complex, the acidity just fine. Really a lovely bottle of red wine, although a touch of superripeness may limit ageability."
68,9.3,0.32,0.57,2.0,0.07400000000000001,27.0,65.0,0.9969,3.28,0.79,10.7,5,"Blackberry, tobacco and balsamic aromas lean slightly towards vinegar, and there's a distinct tangy quality to the palate. Otherwise, the wine is very nice, with plum and blackberry flavors. Tobacco notes reappear on the finish along with toasty oak. Will do best with food."
71,7.7,0.67,0.23,2.1,0.08800000000000001,17.0,96.0,0.9962,3.32,0.48,9.5,5,"Opening with a nose of sweet roses, it then deepens in texture and taste, with notes of light spice, earthy soil and mushroom. It's a fine rendering of old-vine fruit from Testa Vineyards, where the certified-organic vines date back to 1912."
72,7.7,0.69,0.22,1.9,0.084,18.0,94.0,0.9961,3.31,0.48,9.5,5,"A very pretty rosé, one of the most attractive on the market. Made from Pinot Noir, it's light and delicate, with polished raspberry, tangerine zest, rose petal, vanilla, gingersnap cookie and cinnamon spice flavors."
74,9.7,0.32,0.54,2.5,0.094,28.0,83.0,0.9984,3.28,0.82,9.6,5,"This is a rare, single-vineyard, 100% varietal wine from Red Mountain where Bordeaux varieties reign. It brings appealing accents of tart cherries and assorted barrel spices, including clove and vanilla. Flavors are medium bodied with a pleasing blast of tart acidity. Vanilla flavors speckle the finish."
75,8.8,0.41,0.64,2.2,0.09300000000000001,9.0,42.0,0.9986,3.54,0.66,10.5,5,"Cranberry and currant aromas come with hints of herbs and juniper. An astringent initial mouthfeel turns more complex with airing. Flavors of berry and plum are roasted and rubbery. It finishes on the grabby side, with chunky tannins. Drink through 2020."
76,8.8,0.41,0.64,2.2,0.09300000000000001,9.0,42.0,0.9986,3.54,0.66,10.5,5,"Aromatically inviting, with a lovely mix of sweet grass and light, fresh sugar pea scents. Tart, spicy passionfruit, grapefruit and starfruit flavors contribute to a lovely bottle of Sauvignon Blanc, with plenty of acidity that does not turn at all sour."
78,6.7,0.75,0.12,2.0,0.086,12.0,80.0,0.9958,3.38,0.52,10.1,5,"A blockbuster of a wine, the fruit dominated by ripe yellow pears, with hints of honey. Initially, it seems almost too much, but then you taste the juicy acidity. The spice element is as if it came from a shaker, sprinkled over this rich wine. Imported by Domaine Select Wine Estates."
80,6.2,0.45,0.2,1.6,0.069,3.0,15.0,0.9958,3.41,0.56,9.2,5,"Moderately soft, loose-knit, and lightly herbal, this pure, single-vineyard Cabernet is a modest but charming effort with warm currant fruit. The aging in French and American oak shows a little too aggressively at the moment, so decant."
81,7.8,0.43,0.7,1.9,0.46399999999999997,22.0,67.0,0.9974,3.13,1.28,9.4,5,"Aromas of mature berry, aromatic herb and fragrant iris lead the nose while the ripe palate offers mature black cherry, licorice and pipe tobacco. Firm, velvety tannins provide the framework. Showing the heat of the vintage, the fruit is already evolved so drink this sooner rather than later."
82,7.4,0.5,0.47,2.0,0.086,21.0,73.0,0.997,3.36,0.57,9.1,5,"An appealing wine showing likeable softness and flashy flavors. The palate brings cassis, mocha, licorice, sweet tobacco, sage, Asian spice and smoky oak;  finishes long and rich. Notable for its superb structure."
83,7.3,0.67,0.26,1.8,0.401,16.0,51.0,0.9969,3.16,1.14,9.4,5,"A powerful, audacious Viognier, explosive in tropical fruit, vanilla, buttered toast and butterscotch flavors. All that richness is balanced by crisp acidity and a fine minerality. Still, it's a big, honeyed wine for drinking now."
85,6.9,0.55,0.15,2.2,0.076,19.0,40.0,0.9961,3.41,0.59,10.1,5,"This Barbera presents a nice package with fresh fruit elements backed by slight hints of toast and spice that give it more dimension and personality. The wine is compact and lean in the mouth with a bright, vinous finish."
87,7.7,0.49,0.26,1.9,0.062,9.0,31.0,0.9966,3.39,0.64,9.6,5,"The nose boasts concentrated plum and berry aromas. On the palate, this feels full and complete, with blackberry, mild spice and a hint of salt. It's crisp and focused on the finish."
88,9.3,0.39,0.44,2.1,0.107,34.0,125.0,0.9978,3.14,1.22,9.5,5,"A robust, spicy wine that offers lots of bang for the buck. The flavors range from lush raspberries and red cherries up through blackberries and currants, veering into mocha, and there's lots of crushed black pepper. Easy to like with steak, lamb, Mexican food."
89,7.0,0.62,0.08,1.8,0.076,8.0,24.0,0.9978,3.48,0.53,9.0,5,"Tangy and pleasantly round upon entry, this mingles fresh apple and peach fruit with baking spice highlights. There is a full midpalate, fruit-driven and flavorful, that gracefully tails off into a tart and juicy finish."
90,7.9,0.52,0.26,1.9,0.079,42.0,140.0,0.9964,3.23,0.54,9.5,5,"An elegant, understated wine that shows balanced red fruits, vanilla and touches of chocolate. Its attractiveness lies in the balance, with structure and acidity keeping the exuberant fruit flavors in check. Worth aging for 1–2 years."
92,8.6,0.49,0.29,2.0,0.11,19.0,133.0,0.9972,2.93,1.98,9.8,5,"Firm in acids and dusty tannins, this young Pinot Noir is a bit aggressive for drinking now. The acidity gives a sourness to the cherry candy flavors, which accentuates the astringency. Yet it's dry and refined in pedigree. Could develop over the next 1–2 years, but if you drink now, decant."
93,7.7,0.49,0.26,1.9,0.062,9.0,31.0,0.9966,3.39,0.64,9.6,5,"It offers an imprint of spearmint, dill and black cherry fruit, a modicum of tannins and a soft side, the aroma replete in rose petals. On the finish expect a darker influence of tobacco and oak."
96,6.8,0.775,0.0,3.0,0.102,8.0,23.0,0.9965,3.45,0.56,10.7,5,"Ripe fruit meets butter and spice in this medium-bodied, smooth and integrated wine. It opens with Bosc pear and golden apple aromas, melding with vanilla and marzipan notes, its richness of flavor nicely buoyed up by acidity."
97,7.0,0.5,0.25,2.0,0.07,3.0,22.0,0.9963,3.25,0.63,9.2,5,"Purple in color and meaty on the nose, with a hint of raisin and reduction but not too much. Due to the heat of 2003, this is a ripe, rich wine with big plum and berry flavors but also good balance and feel. It covers all the bases and finishes in a smooth, solid, stylish way. Just reaches the cut of excellence."
98,7.6,0.9,0.06,2.5,0.079,5.0,10.0,0.9967,3.39,0.56,9.8,5,"A beautifully balanced, elegant Pinot Noir from a great appellation that's ready to drink now. It's dry and firm in acidity, with complex flavors of cherries and raspberries, although to overemphasize the fruit gives the wrong impression. Also prominent are minerals, flowers and herbs."
103,8.1,0.575,0.22,2.1,0.077,12.0,65.0,0.9967,3.29,0.51,9.2,5,"This amped-up vintage of the Merlot-dominated, BFM Bordeaux-style red tops 15% alcohol, but seems a bit contrived. Aggressive vanilla and tobacco flavors cover up the nuanced highlights found in past BFM vintages, and the base of black cherry fruit carries a root beer finish. Not that it isn't a tasty drink—it is—it's just less interesting than before."
104,7.2,0.49,0.24,2.2,0.07,5.0,36.0,0.996,3.33,0.48,9.4,5,This vintage of Calvarino shows elegant mineral notes of brimstone and talc followed by beautiful fruit intensity. The 2008 expression shows slightly less acidity on the close.
105,8.1,0.575,0.22,2.1,0.077,12.0,65.0,0.9967,3.29,0.51,9.2,5,"Tobiano in 2005 is preferable to Kingston's 2004 Bayo Oscuro Syrah. This wine has more lift, fruit and balance. The nose is lightly fruity and rubbery, while the palate issues snappy boysenberry and controlled herb notes. Not your average New World Syrah; it'll make you think."
106,7.8,0.41,0.68,1.7,0.467,18.0,69.0,0.9973,3.08,1.31,9.3,5,"This distinctive bottling, which includes a percentage of juice from 25-year-old vines, leans toward the spicy/herbal side of Oregon Pinot Noir. Whiffs of herb and leaf fade into light, lingering pale red fruits—watermelon and strawberry."
107,6.2,0.63,0.31,1.7,0.08800000000000001,15.0,64.0,0.9969,3.46,0.79,9.3,5,"A fresh, cream and baked apple wine, with some good citrus zest, acidity and a taut texture. It has a pure, crisp character which then moves into a firm, pear juice flavor. Another year would soften and release the spicy wood."
109,8.1,0.785,0.52,2.0,0.122,37.0,153.0,0.9969,3.21,0.69,9.3,5,"Dry, hard tannins mark this wine. Made from Pope Valley fruit, it's rich in blackberries, currants, herbs and chocolate. Feels somewhat coarse at this point, but could age well. It's a gamble."
110,7.8,0.56,0.19,1.8,0.10400000000000001,12.0,47.0,0.9964,3.19,0.93,9.5,5,"Dark in color and hefty for an '07, with vanilla, balsam wood and berry aromas. The feel and body here are appropriate, while the flavors of black cherry and plum are snappy, direct, pure and clean. Bold, lively and nice, but nothing too complicated or powerful."
111,8.4,0.62,0.09,2.2,0.084,11.0,108.0,0.9964,3.15,0.66,9.8,5,"Golden and extracted. Butter-sautéed bananas, intense tangerine and peach and pineapple custard and vanilla are among the flavors. Good acidity, but so sweet and delicious."
112,8.4,0.6,0.1,2.2,0.085,14.0,111.0,0.9964,3.15,0.66,9.8,5,"Ripe and luscious, with flavors of pear and peach, this is rather fleshy for Riesling. Moderate acidity and a hint of sugar in the full-bodied finish."
114,7.8,0.56,0.19,1.8,0.10400000000000001,12.0,47.0,0.9964,3.19,0.93,9.5,5,"Aeration is key to deciphering the layers of barnyard, leather, earth and tannin that dominate the attack of this brawny, bold wine. With time, a multitude of delicate red-fruit, flower and hay notes unfold, contributing a feminine flair that's elegantly appealing."
120,7.3,1.07,0.09,1.7,0.17800000000000002,10.0,89.0,0.9962,3.3,0.57,9.0,5,"88-90 Barrel sample. From one hectare in Lussac Saint-Emilion, with ripe yellow fruits, sweetness almost, with a touch of perfume."
122,7.3,0.695,0.0,2.5,0.075,3.0,13.0,0.998,3.49,0.52,9.2,5,"A totally correct but well-priced Cab that brings pretty much everything the textbook calls for. The nose features graphite, berry and smoky wood, while the mouthfeel is spot-on and made better by ripe, toasty berry, chocolate and spice flavors. A definite winner at its price point."
123,8.0,0.71,0.0,2.6,0.08,11.0,34.0,0.9976,3.44,0.53,9.5,5,"A soft, open wine, giving wood and yellow fruit flavors followed by light acidity. The initial effect is somewhat dilute, but the wine does show more fruit character as it opens up."
124,7.8,0.5,0.17,1.6,0.08199999999999999,21.0,102.0,0.996,3.39,0.48,9.5,5,"A whiff of leather introduces this tight, interesting, southern Oregon Syrah. Black fruits, iron filings, and smooth tannins mark a wine made from grapes that were carefully selected (just three rows of vines) and given special consideration by winemaker Herb Quady."
125,9.0,0.62,0.04,1.9,0.146,27.0,90.0,0.9984,3.16,0.7,9.4,5,"Colored a deep green/gold, this thick and viscous Chardonnay is packed with flavors of peach, apricot and tropical stone fruits. It seems Australian in its weight and fruit power, though the acids typical of Washington grapes give it some additional lift. There's just enough oak to provide a nice dusting of spice. Definitely a wine to drink young."
126,8.2,1.33,0.0,1.7,0.081,3.0,12.0,0.9964,3.53,0.49,10.9,5,"This is delicately scented with whispers of yellow flower, spring blossom and woodland berry. The lively palate delivers crushed strawberry, nectarine, juicy cherry and fennel while a mineral vein energizes the finish."
127,8.1,1.33,0.0,1.8,0.08199999999999999,3.0,12.0,0.9964,3.54,0.48,10.9,5,"Soft, very round, already approachable, the wine is flavored with spice, black berry flavors and sweet tannins. Juicy, ripe Merlot for medium-term aging."
129,6.1,0.38,0.15,1.8,0.07200000000000001,6.0,19.0,0.9955,3.42,0.57,9.4,5,"Aromas of Key lime skins and lemon bar cookies hide a slight but typical petrol note on this wine from the San Diego County-based producer. It's slightly sour on the citrusy palate, with balanced acidity and a chalky grip."
130,8.0,0.745,0.56,2.0,0.11800000000000001,30.0,134.0,0.9968,3.24,0.66,9.4,5,"Lush and full-bodied, this Tempranillo from vines more than 65 years of age handles its size gracefully, with precise flavors of blackberries and peppery spice rounded out by hints of vanilla and tobacco."
131,5.6,0.5,0.09,2.3,0.049,17.0,99.0,0.9937,3.63,0.63,13.0,5,"This is an instantly loveable Grenache, bursting with ripe, sweet raspberries and cherries. Young and fresh, it's like sucking on a really good candy; then it finishes with a flourish of toast and mocha."
