,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,review
100,7.4,0.25,0.37,13.5,0.06,52.0,192.0,0.9975,3.0,0.44,9.1,5,"Even though this wine is structured, it's as much about fruit as tannins. Rich, juicy red-fruit flavors are lifted by acidity. The structure is in support, with a dry core that will allow the wine to age. Drink from 2017."
101,7.1,0.12,0.32,9.6,0.054000000000000006,64.0,162.0,0.9962,3.4,0.41,9.4,5,"This has a powdery nose and melony, tropical fruit aromas. The mouthfeel is pleasant and round, with vital acidity. Flavors of baked apple, buttercup and briny apricot finish smooth, with a pinch of salt."
102,6.0,0.21,0.24,12.1,0.05,55.0,164.0,0.997,3.34,0.39,9.4,5,"This wine is a blend of Cabernet Sauvignon, Petit Verdot, Syrah, Merlot, and Cabernet Franc. The aromas are quite reserved, with notes of vanilla, berry, plum and wood spice. The palate brings plum, cranberry and raspberry flavors, backed by lightly grainy tannins."
103,7.5,0.305,0.4,18.9,0.059000000000000004,44.0,170.0,1.0,2.99,0.46,9.0,5,"This blend of Malbec and Syrah is dark as night, with rubbery, heavy aromas of reduced blackberry and plum along with a hint of volatility. Chunky, heavy and tannic on the palate, this offers blackberry, oak and acidic coffee flavors in front of an herbal, leathery finish."
104,7.4,0.25,0.37,13.5,0.06,52.0,192.0,0.9975,3.0,0.44,9.1,5,"Doesn't say so on the label, but this is 100% Cabernet Sauvignon, from the Atlas Peak area. Very dry and tannic, with an astringent lockdown, it's functionally undrinkable now, but it does show the intensity of this mountainous region for Cabernet, with explosive blackberry, blueberry and black currant flavors. All indications are that it's an ager. Hold until 2015, at the very least."
105,7.3,0.13,0.32,14.4,0.051,34.0,109.0,0.9974,3.2,0.35,9.2,6,"An unexpected touch of caramel butterscotch or candied fruit could indicate very mild oxidation although the jury is still out. Otherwise, the wine does a good job of presenting austere aromas of old spice, worn leather and dried fruit."
106,7.1,0.12,0.32,9.6,0.054000000000000006,64.0,162.0,0.9962,3.4,0.41,9.4,5,"A single-vineyard wine, ripe with tropical and yellow fruits and with a rich texture. It is concentrated, full in the mouth with delicious juicy acidity as well as warm fruitiness. Its texture, cut with minerality, offers the possibility of aging. Drink from 2015."
107,7.1,0.23,0.35,16.5,0.04,60.0,171.0,0.9990000000000001,3.16,0.59,9.1,6,"Poised, ripe wine that revels in its richness allied to a tight texture of apples skins, white currants and juicy acidity. An edge of pepper gives extra interest and brings out the dry nature of the wine."
108,7.1,0.23,0.35,16.5,0.04,60.0,171.0,0.9990000000000001,3.16,0.59,9.1,6,"This is a fresh, young Pinot Noir, with a silky texture and ripe flavors of raspberries and cola. It's dry and deliciously complex, a fine example of a coastal Pinot, and should hold and develop over the next six years."
109,6.9,0.33,0.28,1.3,0.051,37.0,187.0,0.9927,3.27,0.6,10.3,5,"This wine starts off with an enticing honeycomb and baked apple aroma, followed by secondary accents of baking spice and orange zest. The fully textured mouth is loaded with dried peach and apricot flavors, followed by a nice citrus zip that adds spring to the long finish."
110,6.5,0.17,0.54,8.5,0.08199999999999999,64.0,163.0,0.9959,2.89,0.39,8.8,6,"This is a Zin that needs a warmer vintage to really succeed, and 2005 was cool. It trades the richness of the ‘04 in favor of dried blackberry, tobacco, white pepper and herb flavors. The acid-tannin balance also is more notable. Quite good, but not great. Drink now."
111,7.2,0.27,0.46,18.75,0.052000000000000005,45.0,255.0,1.0,3.04,0.52,8.9,5,"Von Strasser has a good track record with this wine, and the '05 is right up there with the best, but be forewarned. It's very tannic. But then, it is from Diamond Mountain. Give it a good 4 years, at least, to throw some sediment and let the rich blackberry and black currant flavors emerge. Should hold well for 15 years."
112,7.2,0.31,0.5,13.3,0.055999999999999994,68.0,195.0,0.9982,3.01,0.47,9.2,5,"Pale blush to the eye with a soft bouquet of apple and peach, this wine has flavors of grapefruit, aniseed and menthol with sophisticated savory undertones. The rounded finish offers just the right touch of brightness."
113,6.7,0.41,0.34,9.2,0.049,29.0,150.0,0.9968,3.22,0.51,9.1,5,"Red-berry aromas are damp, mulchy and not fully fresh. On the palate, this wine feels sticky, while flavors of briny, herbal red-berry fruits turn salty on the finish."
114,6.7,0.41,0.34,9.2,0.049,29.0,150.0,0.9968,3.22,0.51,9.1,5,"This is a fragrant, floral wine, with a smooth touch of vanilla. It has a fruity, ripe feel, and it shows fresh, crisp, apple-like acidity. This is a ready-to-drink, balanced Chardonnay."
115,5.5,0.485,0.0,1.5,0.065,8.0,103.0,0.9940000000000001,3.63,0.4,9.7,4,"Made from 70% Sangiovese and other red grapes, including Cabernet Sauvignon, this is a little rustic and wild. The palate is rich, full and offers plenty to chew on. Bold plum and black cherry flavors dominate. A nice woody accent graces the finish."
116,6.0,0.31,0.24,3.3,0.040999999999999995,25.0,143.0,0.9914,3.31,0.44,11.3,6,"Not many producers get fruit from this magical vineyard, sought after for being cool, coastal and meticulously farmed. This wine speaks to all that, offering sublime Meyer lemon, pear and golden honey around a balanced soul and wild ginger-infused intensity."
117,7.0,0.14,0.4,1.7,0.035,16.0,85.0,0.9911,3.19,0.42,11.8,6,"Soft, sweet and syrupy, a simple wine with sugared raspberry flavors. But it's clean and drinkable."
118,7.2,0.31,0.5,13.3,0.055999999999999994,68.0,195.0,0.9982,3.01,0.47,9.2,5,"Briary berry aromas come with notes of mint and oak-based vanilla scents. Earthy berry, prune and licorice flavors finish with rooty spice and mild herbal notes."
119,7.3,0.32,0.48,13.3,0.06,57.0,196.0,0.9982,3.04,0.5,9.2,5,"A rare 100% Petit Verdot, this is dense in red and black fruit, from plum and blueberry to blackberry, ripe enough to be in a cobbler. Cinnamon dusts the top, with a puff of smoke in the background. Balanced despite its heft, it finishes soft, ready to be paired with meaty foods."
120,5.9,0.36,0.04,5.7,0.046,21.0,87.0,0.9934,3.22,0.51,10.2,5,"This distinctly woody wine's eucalyptus perfume derives from its wood aging. Luckily, that quality shares space with black fruit and dark fruit tannins. Dense and powerful, it needs time. Drink from 2021."
121,7.8,0.24,0.32,12.2,0.054000000000000006,42.0,138.0,0.9984,3.01,0.54,8.8,5,"Bread-like, yeasty aromas adorn a simple thickness of smoky char, dark cherry and bold concentration in this wine, which seems heartier than the varietal tends to be."
122,7.4,0.16,0.31,6.85,0.059000000000000004,31.0,131.0,0.9952,3.29,0.34,9.7,5,"Sweet spice, sage and oregano accent this gorgeously complex, penetrating Cabernet Franc. It's satisfyingly plump with black fruit, but also brambly, herbaceous, and accented by deep, rich soil notes. Brisk acidity and a fringe of fine-grained, persistent tannins lend tautness and structure to the palate. Drink now through 2023."
123,6.9,0.19,0.28,5.0,0.057999999999999996,14.0,146.0,0.9952,3.29,0.36,9.1,6,"Lively spice and minerals lead on the nose of this value white, with a play of fresh lemon citrus and acid offering refreshing character. The wine has body but is light. Perfect for seafood and solo sipping."
124,6.4,0.13,0.47,1.6,0.092,40.0,158.0,0.9928,3.21,0.36,9.8,6,"Made with southern Italy's most noble white grape, this structured wine conveys subtle aromas of white and yellow spring flowers accented by whiffs of beeswax and slate. The juicy palate delivers white peach, cantaloupe, pink grapefruit and mineral alongside fresh acidity."
125,6.7,0.19,0.36,1.1,0.026000000000000002,63.0,143.0,0.9912,3.27,0.48,11.0,6,"This blend of Syrah and Cabernet Sauvignon, which is only sold in Bermuda, shows the tang of anise alongside cranberry, dried oregano and pencil lead on the nose. The palate's boysenberry fruit is leveled with black pepper, roasting herbs and a long finish that's quite intriguing."
126,7.4,0.39,0.23,7.0,0.033,29.0,126.0,0.9940000000000001,3.14,0.42,10.5,5,"The bottle carries the signature of French sculptor César, who marked his friendship with the Sumeire family, owners of the estate. The wine, the top cuvée of the property, is impressively rich while still being beautifully balanced and fresh. From selected parcels, it is a real food wine, tense with a good texture and a ripe, concentrated aftertaste."
127,6.5,0.24,0.32,7.6,0.038,48.0,203.0,0.9958,3.45,0.54,9.7,7,"Sharp in acidity while silky on the palate, this blend of 12 estate blocks is the Pinot made in the largest quantity by the winery. Soft, pretty and approachable, it offers red cherry, blackberry, rose petal and cola spice, with a bite of oak on the finish."
128,6.1,0.3,0.56,2.8,0.044000000000000004,47.0,179.0,0.9924,3.3,0.57,10.9,7,"Foris consistently produces a meticulously crafted, value lineup of Alsatian-inspired white wines. As with its siblings, this is crisp, detailed and balanced. Apple and pear fruit is lined with citrus rind. Give it a light chill and it will delight."
129,6.1,0.3,0.56,2.7,0.046,46.0,184.0,0.9924,3.31,0.57,10.9,6,"This opulent Chianti Classico opens with aromas of violets, black berries, meat juices and spice. The delicious palate delivers concentrated black cherry layered with white pepper, cinnamon, clove and balsamic herbs. It's soft and round but at the same time it boasts alluring intensity."
130,5.7,0.26,0.25,10.4,0.02,7.0,57.0,0.9940000000000001,3.39,0.37,10.6,5,"With so much intensity, botrytis and concentration, this is going to be impressive. It is still very young, at a closed stage, but the ripe currant as well as the honey dominate. Great wine."
131,6.5,0.24,0.32,7.6,0.038,48.0,203.0,0.9958,3.45,0.54,9.7,7,"True to Passito tradition, this luminous dessert wine delivers intense and pristine aromas of dried figs, dried fruit, raisin, apricot, honey, almond and natural rubber. On the close is a blast of freshness and the wine's rich, raisin like flavors last a long time."
132,6.5,0.425,0.4,13.1,0.038,59.0,241.0,0.9979,3.23,0.57,9.0,5,"This is the stud in the Acústic stable. A blend of 70% Carignan and 30% Garnacha, Braó is lively and bright on the nose, with ripe blackberry and cassis aromas. The palate is concentrated and juicy, with fine balance and bold flavors of blueberry, blackberry and coffee. A toasty, dark finish features chocolate, toast and minerality. Drink through 2019."
133,6.6,0.24,0.27,15.8,0.035,46.0,188.0,0.9982,3.24,0.51,9.2,5,"This well-oaked Cab opens with reedy berry scents along with notes of lemon peel, coconut, tobacco and black currant. A narrow palate evaporates into a pool of snappy acidity, while short, choppy, citric flavors of red plum and currant end with oaky vanilla but even more wiry acidity. Drink through 2019."
134,6.8,0.27,0.22,8.1,0.034,55.0,203.0,0.9961,3.19,0.52,8.9,5,"Despite the Columbia Valley label this is all Red Mountain, old-vine Merlot from the winery's estate vineyard. Raspberry, mocha, clove and spice aromas lead to supple, understated fruit flavors and an extended finish. It's a perfect example of what makes this variety special in Washington."
135,6.7,0.27,0.31,15.7,0.036000000000000004,44.0,179.0,0.9979,3.26,0.56,9.6,5,Pressed apple and dusty mineral notes scent the nose of this subdued slightly savory Riesling. Juicy tangerine and Meyer lemon flavors lend sweetness to the midpalate. The moderately long finish is accented by dustings of pollen and saffron.
136,8.2,0.23,0.4,1.2,0.027000000000000003,36.0,121.0,0.992,3.12,0.38,10.7,6,"Restrained compared to the winery's other bottlings, this single vineyard Sauvignon Blanc offers dried yellow apple, lime and orange rind aromas. There's plenty of acidity on the palate, but it presents itself subtly, with wet cement-like mineral tension."
137,7.1,0.37,0.67,10.5,0.045,49.0,155.0,0.9975,3.16,0.44,8.7,5,"This is Toad Hall's Meritage-style Bordeaux blend, 50-50 Cab and Merlot, and while it doesn't have much depth, it appeals instantly for a rich array of flavors. Cherries, blackberries, cassis, mocha, mushu plum sauce—all of it slightly sweetened, but tannic enough to qualify as dry. Drink now for its youthful babyfat."
138,6.8,0.19,0.36,1.9,0.035,30.0,96.0,0.9917,3.15,0.54,10.8,7,"A lovely Pinot Noir, delicious and sweet in fruit. You'll find a glyceriney fatness to it, courtesy of high alcohol, as well as sweet, smoky oak. The underlying flavors are wonderfully ripe in raspberries and cherries, and are brightened with fine acidity."
139,8.1,0.28,0.39,1.9,0.028999999999999998,18.0,79.0,0.9923,3.23,0.52,11.8,6,"From vineyards at the top of slopes above the river Lot, this balanced wine moves easily between red cherry acidity and dark, young tannins. Still young, the tannic structure needs to mellow and will soften with time. Drink from 2018."
140,6.3,0.31,0.34,2.2,0.045,20.0,77.0,0.9927,3.3,0.43,10.2,5,"This richly colored, rich-tasting wine has a lively mousse and ripe strawberry flavors. The palate is all about fruitiness, smooth and with just a light tang of orange zest at the end."
141,7.1,0.37,0.67,10.5,0.045,49.0,155.0,0.9975,3.16,0.44,8.7,5,"Forest floor, truffle, new leather and woodland berry scents mingle in the glass. The palate is linear, taut and austere, offering sour cherry, licorice and sage notes, framed by firm acidity and assertive, close-grained tannins that grip the finish. Drink after 2019."
142,7.9,0.21,0.4,1.2,0.039,38.0,107.0,0.992,3.21,0.54,10.8,6,"Made entirely from Sangiovese, this opens with aromas of black plum, vanilla and toast. The concentrated palate doles out black cherry jam, cedar and tobacco alongside assertive tannins. Drink through 2019."
143,8.5,0.21,0.41,4.3,0.036000000000000004,24.0,99.0,0.9947,3.18,0.53,9.7,6,"A round, chewy wine with a nice mix of black fruit, vanilla, aged cheese and light balsam wood on the nose. The palate is big but doesn't bite back, and the flavors of creamy berry are broad and nice. A very solid wine with weight and heat; drink now through 2011."
144,8.1,0.2,0.4,2.0,0.037000000000000005,19.0,87.0,0.9921,3.12,0.54,11.2,6,"Does a good job of delivering Cabernet's personality at a decent price. Dry and softly tannic, this 100% Cab shows black currant, spicy plum and cedar flavors. Drink now."
